velocity,true_latency,measured_latency
161,23.755362615863742,24.148904917734967
162,23.727295567988747,24.30659335749245
163,23.699319392652637,23.288978233476783
164,23.6714332847712,24.153121349393363
165,23.643636447865084,23.850026911333334
166,23.61592809394744,24.026958173944685
167,23.588307443413573,24.536703934740547
168,23.56077372493258,23.438079666931145
169,23.533326175340957,23.15645809316221
170,23.505964039538036,23.061206824725275
171,23.47868657038334,23.07078142790062
172,23.451493028595735,23.412942173888684
173,23.424382682654343,23.594958670062667
174,23.397354808701206,23.535700208366215
175,23.370408690445664,23.784000314963677
176,23.343543619070395,23.350044565009348
177,23.316758893139063,24.04352593171772
178,23.290053818505594,23.157725401886616
179,23.263427708225016,24.623512291519827
180,23.2368798824658,23.549713556348305
181,23.210409668423736,22.781830890215595
182,23.184016400237272,22.648570151206716
183,23.157699418904254,23.398935626525848
184,23.13145807220014,23.019726679537214
185,23.10529171459752,23.462291961643565
186,23.079199707187072,23.315818519473844
187,23.053181417599774,23.016766961271337
188,23.02723621993042,22.603839360896217
189,23.001363494662456,22.243939882319523
190,22.975562628594005,22.752305152560496
191,22.949833014765165,23.378032411926903
192,22.92417405238643,23.03122092445153
193,22.898585146768376,22.27571575741238
194,22.873065709252426,22.95965617217802
195,22.84761515714273,23.04027384700715
196,22.822232913639247,22.38030419553868
197,22.796918407771777,22.87378096074454
198,22.771671074335156,22.800775433558155
199,22.746490353825422,22.17500520491011
200,22.72137569237706,22.9002693725512
201,22.696326541701172,22.97671880488529
202,22.671342359024717,23.212867980612355
203,22.646422607030598,23.17332363304805
204,22.62156675379883,21.932732069820286
205,22.59677427274847,22.127861752790906
206,22.572044642580604,22.829562276184934
207,22.547377347222124,22.804270322678228
208,22.522771875770406,22.78029571892343
209,22.49822772243883,24.42459346776619
210,22.473744386503167,22.75918964184975
211,22.449321372248765,23.017104192339065
212,22.424958188918534,22.901959070665136
213,22.40065435066172,22.72634997631462
214,22.376409376483505,22.21877475416333
215,22.35222279019527,22.731707400441906
216,22.32809412036572,21.941681513096935
217,22.30402290027263,22.185613596902627
218,22.280008667855412,22.03732689394086
219,22.25605096566828,22.29698803536144
220,22.232149340834212,23.389478624170966
221,22.20830334499953,21.274670748703656
222,22.184512534289123,22.52764262947638
223,22.16077646926241,21.354418533667584
224,22.137094714869868,21.90112878197515
225,22.113466840410197,22.65794213889388
226,22.089892419488155,22.122032429035887
227,22.06637102997295,21.527498641008297
228,22.042902253957223,21.685250399327238
229,22.019485677716677,22.359284552184015
230,21.9961208916702,21.63093757581163
231,21.972807490340603,22.08103678513159
232,21.9495450723159,21.972330992267807
233,21.926333240211132,21.600533066408225
234,21.903171600630706,22.975143645293368
235,21.880059764131275,22.19701927529028
236,21.856997345185135,20.84442605185633
237,21.833983962144128,21.92721111952884
238,21.811019237204004,21.48012600481981
239,21.78810279636933,22.214319463767442
240,21.765234269418826,21.368973900202477
241,21.742413289871195,21.685045069137747
242,21.71963949495141,21.972133134441638
243,21.696912525557448,22.129790122642508
244,21.67423202622747,21.074083822699585
245,21.65159764510746,21.48434702718699
246,21.629009033919246,21.391536378338767
247,21.606465847928988,21.279801231642132
248,21.58396774591604,22.46669486605659
249,21.561514390142293,21.76400524562277
250,21.539105446321795,20.908663469154273
251,21.51674058359087,21.975671557118257
252,21.4944194744786,22.55549757298492
253,21.47214179487764,21.988374425153214
254,21.44990722401545,20.690222241038445
255,21.42771544442587,21.185598407992746
256,21.405566141921096,22.03902171651441
257,21.383459005563928,21.02962427275454
258,21.361393727640447,21.58330344171356
259,21.339370003632986,21.726687030347655
260,21.317387532193457,20.853922296404416
261,21.29544601511698,21.26568333708608
262,21.273545157315887,19.65291148728135
263,21.25168466679396,20.739490846126813
264,21.22986425462109,21.10358017892451
265,21.20808363490816,20.584192043925736
266,21.18634252478223,22.002548176748046
267,21.164640644362077,20.44956995538176
268,21.142977716733995,20.922955473385503
269,21.121353467927847,21.186723756570892
270,21.099767626893467,21.820404271426526
271,21.07821992547727,20.36028884988755
272,21.056710098399193,21.638291974476672
273,21.03523788322986,21.040354413739653
274,21.013803020368044,20.523048694844068
275,20.992405253018354,21.22345699014999
276,20.97104432716918,21.070574174955915
277,20.949719991570948,20.64961155299155
278,20.92843199771451,20.96333304020952
279,20.907180099809903,20.71452330137902
280,20.885964054765214,20.942722727390837
281,20.864783622165803,21.195848959426325
282,20.84363856425365,21.636646972326325
283,20.822528645907013,20.20362089649359
284,20.801453634620234,21.867970321948366
285,20.780413300483833,19.80436940072258
286,20.75940741616474,20.68351486864695
287,20.738435756886812,21.0325943601291
288,20.717498100411532,20.85799403427905
289,20.69659422701886,20.385244467108564
290,20.67572391948837,20.57166279430973
291,20.654886963080518,20.408386495751103
292,20.63408314551815,20.339400767046044
293,20.61331225696816,21.038113305478674
294,20.592574090023362,20.771081833005887
295,20.571868439684536,20.22541364205421
296,20.55119510334267,21.000995041059298
297,20.53055388076135,20.684203641199655
298,20.509944574059357,20.916375633478836
299,20.489366987693405,20.80418140865521
300,20.468820928441104,20.05432342298007
301,20.44830620538402,20.168215685285535
302,20.42782262989093,20.80146943245256
303,20.407370015601252,20.712555148317985
304,20.386948178408637,20.376497381426564
305,20.36655693644467,20.425220628099062
306,20.346196110062774,20.985028557956987
307,20.325865521822237,20.03007982740432
308,20.305564996472427,20.579113687057447
309,20.285294360937083,20.184198034720136
310,20.265053444298815,20.156212842685203
311,20.24484207778372,20.794230503777314
312,20.22466009474613,20.637368269240145
313,20.204507330653524,20.611262148653843
314,20.184383623071525,20.83712302664869
315,20.164288811649083,20.174790732465464
316,20.144222738103775,20.485199223751255
317,20.124185246207183,19.969051867910455
318,20.104176181770487,20.266259358014707
319,20.08419539263011,20.019123865446268
320,20.064242728633506,20.112740711129863
321,20.044318041625072,20.341896554343528
322,20.02442118543219,19.615310843815454
323,20.004552015851367,21.050745653694097
324,19.984710390634493,19.481701699884642
325,19.964896169475203,19.357801863081338
326,19.94510921399539,20.524164650745426
327,19.92534938773175,20.321180734713217
328,19.905616556122535,20.217676464648612
329,19.885910586494326,20.200083341126465
330,19.866231348048945,19.860107961625488
331,19.84657871185047,19.397951526107555
332,19.82695255081235,19.864854829909213
333,19.807352739684603,19.468771883928547
334,19.787779155041147,20.27533902175002
335,19.768231675267163,19.694702984516095
336,19.74871018054664,19.335961582150386
337,19.72921455284995,19.568521632023455
338,19.709744675921492,19.916210403059303
339,19.690300435267527,19.40843815886554
340,19.67088171814399,19.259771520360772
341,19.651488413544453,19.773332019290407
342,19.632120412188158,19.754603697742517
343,19.61277760650814,19.359306018822576
344,19.593459890639412,19.35794073783025
345,19.574167160407264,19.690192129086082
346,19.55489931331561,18.83085714256695
347,19.535656248535435,18.83192436134716
348,19.51643786689331,19.157215756267092
349,19.497244070859995,19.390520495004072
350,19.478074764539112,19.633528547338116
351,19.45892985365587,20.196607962130646
352,19.439809245545916,19.868639057146925
353,19.420712849144184,19.34074358416247
354,19.401640574973893,19.39213247102255
355,19.38259233513556,18.881327652816655
356,19.36356804329611,19.354311475299912
357,19.34456761467801,19.20023829521794
358,19.325590966048548,19.486950246217592
359,19.30663801570912,18.893022543932958
360,19.287708683484563,19.54738194060515
361,19.268802890712614,20.0351723472139
362,19.249920560233384,19.195540486004955
363,19.231061616378927,19.4319174774284
364,19.212225984962824,19.55729798081838
365,19.193413593269874,18.992803357326956
366,19.174624370045816,19.286670610951024
367,19.155858245487128,19.162154445878024
368,19.137115151230844,19.18595320050526
369,19.118395020344497,18.731890128416765
370,19.099697787316043,19.111952874445514
371,19.081023388043874,19.3300225336666
372,19.062371759826892,19.78794356372441
373,19.043742841354625,19.52337825439723
374,19.025136572697388,20.101727801453166
375,19.006552895296522,18.6228791138525
376,18.987991751954628,19.424152070314967
377,18.969453086825933,19.06112408969511
378,18.95093684540662,20.045838312015455
379,18.93244297452527,18.528293831847694
380,18.91397142233332,18.49411050124293
381,18.895522138295558,18.595825815573548
382,18.877095073180712,17.81514721102581
383,18.858690179052036,18.595812668211657
384,18.840307409257942,18.460741078481092
385,18.821946718422737,18.89714361166084
386,18.80360806243729,18.974486050325872
387,18.78529139844989,19.723376818057833
388,18.766996684857002,19.242208603950026
389,18.748723881294165,18.460272053462962
390,18.730472948626876,18.281265612952698
391,18.71224384894154,18.95820343469479
392,18.694036545536466,18.033919942026145
393,18.675851002912868,19.591580385840047
394,18.657687186765926,19.24740724712657
395,18.63954506397592,18.40495723792357
396,18.621424602599312,17.764857338053872
397,18.60332577185998,19.280261958942685
398,18.585248542140363,18.527978619514055
399,18.56719288497277,19.1861010409595
400,18.54915877303063,17.751944943633447
401,18.531146180119805,18.23145866864292
402,18.51315508116995,18.51577693102904
403,18.4951854522259,18.518675749108272
404,18.4772372704391,18.25220453469948
405,18.45931051405902,18.77073548023277
406,18.441405162424694,17.907594947733397
407,18.423521195956198,18.35233145344555
408,18.405658596146196,18.465806412002145
409,18.38781734555156,18.645036762580936
410,18.36999742778494,18.725804866829385
411,18.352198827506434,17.7898777815875
412,18.33442153041525,17.56736444504744
413,18.31666552324139,18.955503934190645
414,18.29893079373743,18.465087799727225
415,18.281217330670227,17.90697406239195
416,18.26352512381276,19.03910111157402
417,18.245854163935885,18.303691481082314
418,18.22820444280026,18.817853034832172
419,18.210575953148137,18.244335193853193
420,18.19296868869533,19.223342651136324
421,18.1753826441231,19.053053065344702
422,18.157817815070125,18.033335740830587
423,18.140274198124494,18.626059673601674
424,18.12275179081568,18.445439765608253
425,18.10525059160661,18.789566370372782
426,18.087770599885687,17.605308869595635
427,18.07031181595891,18.41333754595813
428,18.05287424104195,18.582086484466743
429,18.0354578772523,17.15608813404074
430,18.018062727601425,17.42643347126854
431,18.00068879598695,16.9810727071069
432,17.983336087184853,17.848632669962573
433,17.966004606841697,18.324775734739678
434,17.94869436146688,18.699872887514896
435,17.931405358424925,17.968452748634814
436,17.914137605927735,18.72844537871338
437,17.896891113026967,17.206840383919523
438,17.879665889606336,17.02797466992876
439,17.86246194637398,17.83468809692567
440,17.84527929485486,18.037312019324514
441,17.82811794738315,17.8117705733361
442,17.810977917094682,16.777256867074744
443,17.79385921791939,17.749299198162998
444,17.776761864573775,17.12452711432135
445,17.759685872553387,18.094522146968405
446,17.74263125812536,17.925930381173785
447,17.72559803832092,17.255658145157245
448,17.708586230927956,17.45165277225961
449,17.691595854483587,17.161989093539113
450,17.674626928266747,17.643287379630163
451,17.657679472290784,18.135250632541403
452,17.640753507296125,17.147890484128354
453,17.623849054742912,17.875872312501834
454,17.606966136803653,17.341837327617434
455,17.590104776355922,17.19366836022475
456,17.573264996975094,17.519749816997816
457,17.556446822927025,17.03882566171734
458,17.53965027916082,17.26282562648723
459,17.52287539130161,16.923936445007186
460,17.50612218564331,18.488484752101506
461,17.489390689141416,17.50702246512728
462,17.472680929405847,17.122818175409556
463,17.455992934693775,17.562982890060887
464,17.439326733902448,17.383162709057032
465,17.42268235656212,17.31219755679551
466,17.406059832828863,17.713143182850576
467,17.389459193477553,17.768213048501206
468,17.372880469894742,17.107629896089477
469,17.356323694071612,17.068414573749273
470,17.339788898596943,17.20226305002112
471,17.32327611665009,16.172315534282298
472,17.306785381993933,16.549189850894656
473,17.29031672896797,17.97375386269023
474,17.27387019248126,18.096354049231902
475,17.257445808005524,17.132927788227335
476,17.24104361156816,17.52932209309604
477,17.22466363974536,17.380288717017127
478,17.208305929655186,18.747746333882805
479,17.191970518950676,17.751757974667964
480,17.175657445812973,17.11169865007259
481,17.159366748944475,16.681596528644263
482,17.143098467561977,16.33987530743319
483,17.12685264138986,17.22858445932347
484,17.110629310653305,16.732453938011155
485,17.094428516071442,16.383301661272604
486,17.078250298850627,16.754963856729365
487,17.06209470067765,16.521320698870454
488,17.045961763713027,17.88953258124931
489,17.029851530584214,17.470671409058937
490,17.013764044378963,17.009777723720653
491,16.99769934863857,17.737671418083583
492,16.981657487351217,17.020341641175026
493,16.965638504945325,16.534996404281195
494,16.949642446282883,17.71120448491771
495,16.933669356652796,17.203124378495126
496,16.91771928176432,16.399096204601094
497,16.901792267740415,16.806622928698612
498,16.885888361111196,16.448079234418817
499,16.870007608807317,16.17860774332515
500,16.854150058153465,17.317238831919287
501,16.838315756861785,17.793024077096852
502,16.8225047530254,16.123220966115827
503,16.806717095111825,17.08820171345711
504,16.790952831956584,16.46563154739567
505,16.77521201275664,16.53164932087429
506,16.759494687063984,16.46329772494455
507,16.74380090477917,16.311805519939263
508,16.728130716144907,16.752391530117322
509,16.712484171739632,16.297009113534113
510,16.696861322471094,16.832089735361013
511,16.681262219570016,16.656143164845446
512,16.66568691458369,16.546212891150486
513,16.65013545936965,16.196353628348852
514,16.63460790608932,16.346222240805155
515,16.61910430720171,16.996799920114587
516,16.603624715457098,16.85408330926929
517,16.588169183890752,16.099391561491476
518,16.57273776581668,16.622403918531294
519,16.55733051482131,16.933024076507206
520,16.541947484757316,15.70724484419663
521,16.526588729737362,16.79826882592733
522,16.511254304127913,16.17994242465499
523,16.495944262543002,16.78124359683958
524,16.48065865983811,16.09902908156685
525,16.465397551103948,15.562956500771689
526,16.450160991660358,15.636389772718776
527,16.434949037050163,16.458991510380855
528,16.419761743033053,16.549622993893795
529,16.4045991655795,15.952440853027298
530,16.389461360864672,16.70875759025336
531,16.374348385262348,15.543588354127868
532,16.35926029533892,16.326220396015263
533,16.344197147847296,15.738689047966067
534,16.32915899972095,16.00324094581987
535,16.314145908067868,16.337845243726075
536,16.299157930164608,15.86895124752263
537,16.284195123450296,16.091917351335383
538,16.269257545520706,16.772403950127927
539,16.254345254122306,15.965899319360732
540,16.23945830714636,16.65730436317893
541,16.224596762623,15.659743335294191
542,16.20976067871538,16.47466276767302
543,16.19495011371377,16.915734424042718
544,16.180165126029735,14.94434287596609
545,16.165405774190283,15.766958146455044
546,16.150672116832062,16.439208180422334
547,16.135964212695548,16.03444151967405
548,16.121282120619266,16.306855057304922
549,16.106625899534038,15.804633306176127
550,16.091995608457214,16.135290502193666
551,16.077391306486945,15.999552688790905
552,16.062813052796482,16.646704083626386
553,16.048260906628467,16.175471328279073
554,16.033734927289252,16.20253625832685
555,16.019235174143244,15.81329669108201
556,16.00476170660726,15.760958594571012
557,15.990314584144887,15.774035490235077
558,15.975893866260895,16.173119937450043
559,15.96149961249562,15.751007372085489
560,15.947131882419406,16.092019310867613
561,15.932790735627039,16.970491134949757
562,15.918476231732233,16.35403858344808
563,15.904188430362057,15.741176664278136
564,15.889927391151488,16.49053435223346
565,15.875693173737892,15.671655487227117
566,15.861485837755579,14.842423570166652
567,15.847305442830319,15.343262287371617
568,15.833152048573963,14.897756088061035
569,15.819025714578988,15.643268972558333
570,15.804926500413128,15.814135690007904
571,15.790854465613975,16.629073121751617
572,15.776809669683667,15.940273356565749
573,15.762792172083483,15.653241907679051
574,15.74880203222859,16.163504822820336
575,15.734839309482712,14.62927165497877
576,15.720904063152831,15.838711342207114
577,15.706996352483973,16.092428949427457
578,15.693116236653914,14.953823113763994
579,15.679263774767982,16.251140796371445
580,15.665439025853855,15.834687229601062
581,15.651642048856356,15.443998091905955
582,15.637872902632296,15.954263835685438
583,15.624131645945344,16.759478074847543
584,15.610418337460862,15.70135146499011
585,15.596733035740828,15.720843328890995
586,15.583075799238733,15.353395349468611
587,15.569446686294517,15.144524501562122
588,15.55584575512951,15.971013663401633
589,15.542273063841417,15.114231150886983
590,15.528728670399307,15.564511789009003
591,15.515212632638598,15.276383909256039
592,15.501725008256127,15.741214921129323
593,15.488265854805167,15.655096907448641
594,15.474835229690523,15.993605201819474
595,15.461433190163604,15.20642499073623
596,15.448059793317546,15.31312232567086
597,15.434715096082337,14.945333238191184
598,15.421399155219982,15.199252525181926
599,15.408112027319657,15.596762273842083
600,15.394853768792924,15.7733480771156
601,15.381624435868932,14.92054177378012
602,15.368424084589654,15.803227044642483
603,15.355252770805151,16.03307170020763
604,15.342110550168844,15.548828001780695
605,15.32899747813282,16.267395384411852
606,15.315913609943133,14.929019010391347
607,15.30285900063518,14.680531648979471
608,15.289833705029022,14.400473580576882
609,15.276837777724806,16.024859933469397
610,15.263871273098149,15.591054101275178
611,15.250934245295577,15.223141909840349
612,15.238026748229954,15.378011061389865
613,15.225148835575991,14.662404311926803
614,15.212300560765696,16.43517655057411
615,15.199481976983918,15.264092567971533
616,15.186693137163875,15.241390534466321
617,15.173934093982718,15.536817405932064
618,15.161204899857093,15.40170951572545
619,15.148505606938778,15.260447619078343
620,15.135836267110278,14.740599039387622
621,15.123196931980488,15.358931110548486
622,15.110587652880366,16.051599901117882
623,15.098008480858612,15.7707185039361
624,15.08545946667741,15.882052779997109
625,15.072940660808142,14.81733282259255
626,15.060452113427163,14.565649703297872
627,15.04799387441157,14.985100414361746
628,15.03556599333505,15.063428449479398
629,15.023168519463654,15.57026427869913
630,15.010801501751697,14.164569186894287
631,14.998464988837611,15.763240148567919
632,14.986159029039857,14.907155079750362
633,14.973883670352844,14.760443135379134
634,14.961638960442876,14.455586772812792
635,14.949424946644132,14.121996610711248
636,14.93724167595464,15.348826967935597
637,14.925089195032323,14.961748178626525
638,14.912967550191016,14.26798710032049
639,14.90087678739655,14.253337401364742
640,14.888816952262838,14.720924602617774
641,14.876788090047972,15.711298852692668
642,14.864790245650394,14.734994569968592
643,14.852823463605024,14.10125198704597
644,14.840887788079469,14.718016256036497
645,14.82898326287023,14.692621477996394
646,14.817109931398926,13.46866660992814
647,14.805267836708575,14.77812040344967
648,14.793457021459854,14.677989756355515
649,14.781677527927416,15.129780710334124
650,14.769929397996243,15.694407445468915
651,14.758212673157976,15.321495187931855
652,14.746527394507314,14.612083049229899
653,14.734873602738414,14.18161064836758
654,14.723251338141335,16.009931239766264
655,14.711660640598488,14.741269857605733
656,14.700101549581118,14.70706619553759
657,14.688574104145818,14.676511560590816
658,14.677078342931061,14.776120723314989
659,14.665614304153749,14.593434098191779
660,14.654182025605822,14.367351022165703
661,14.64278154465084,14.369352074030644
662,14.631412898220637,14.615036263112637
663,14.620076122811971,14.348363737245089
664,14.608771254483218,14.252348363144636
665,14.597498328851078,14.650713442697025
666,14.586257381087325,14.458768772376898
667,14.575048445915554,15.327044940206898
668,14.56387155760799,13.238386653411485
669,14.552726749982284,15.098480175943514
670,14.54161405639837,15.164656652647183
671,14.530533509755326,13.49383839355125
672,14.519485142488277,14.348141345448102
673,14.508468986565294,14.322748553567399
674,14.497485073484372,13.79372922612546
675,14.486533434270383,14.097625090474946
676,14.475614099472075,13.920326176739161
677,14.464727099159102,15.340862320870913
678,14.453872462919088,14.92171165949282
679,14.443050219854682,15.078827767351761
680,14.432260398580695,14.793096430602313
681,14.4215030272212,13.856977141612585
682,14.410778133406712,14.148518000266826
683,14.400085744271376,14.644773024885335
684,14.38942588645016,13.778361982004188
685,14.37879858607613,14.735297801162323
686,14.368203868777675,14.248041169698608
687,14.357641759675829,14.17023135590103
688,14.347112283381588,14.702592267483332
689,14.336615463993251,14.558747119736271
690,14.32615132509381,14.145668242184271
691,14.31571988974833,14.895384791430454
692,14.305321180501405,13.764789516701457
693,14.294955219374593,14.602923022846724
694,14.284622027863914,14.581172656848107
695,14.274321626937367,14.119548407280371
696,14.264054037032446,14.427120548153505
697,14.253819278053738,13.628262489861086
698,14.243617369370503,14.705630878973952
699,14.233448329814285,14.14099726159279
700,14.223312177676593,13.961950667417074
701,14.213208930706546,14.737713543624992
702,14.203138606108597,13.850966760837217
703,14.193101220540273,13.488870572358493
704,14.183096790109916,13.404782203347963
705,14.17312533037449,14.47613030604731
706,14.163186856337386,13.522972180089244
707,14.153281382446282,15.030678473438465
708,14.143408922591002,13.10244421864914
709,14.133569490101422,14.981797674246442
710,14.123763097745407,14.229271831346717
711,14.113989757726754,14.065633201791558
712,14.104249481683196,13.831789938278721
713,14.094542280684399,14.294110337860435
714,14.084868165230017,14.066050814017592
715,14.075227145247748,14.626878086256008
716,14.06561923009146,14.122733054422481
717,14.05604442853928,14.13119530927022
718,14.046502748791783,13.864696642684855
719,14.036994198470161,14.008521386609628
720,14.02751878461443,14.181419669060459
721,14.018076513681686,13.162992317353373
722,14.008667391544364,13.334574680491507
723,13.999291423488536,14.370923470499894
724,13.98994861421225,14.075381333276221
725,13.980638967823861,13.888647299647522
726,13.97136248784043,13.980579454373126
727,13.962119177186146,14.13591002986698
728,13.952909038190741,13.68302919803606
729,13.943732072587988,13.554579709886832
730,13.934588281514166,14.032510909063006
731,13.925477665506628,13.436291276699112
732,13.916400224502311,14.120526602359547
733,13.907355957836367,13.056064155717447
734,13.898344864240734,14.412922682903556
735,13.889366941842805,14.125665683049327
736,13.88042218816409,14.008437055321028
737,13.871510600118912,14.362856092091668
738,13.862632174013132,14.69536939624442
739,13.853786905542938,14.360971938052003
740,13.844974789793579,12.924537674127755
741,13.836195821238217,13.196407337870367
742,13.827449993736769,13.51504070488893
743,13.818737300534753,13.83178282564017
744,13.810057734262221,14.068887244496782
745,13.801411286932671,13.43853938035594
746,13.792797949942015,13.886181332180554
747,13.784217714067557,13.406526247890895
748,13.775670569467026,13.469911667971052
749,13.76715650567761,13.0638259572535
750,13.758675511615026,13.297058888559574
751,13.750227575572636,13.074385272764468
752,13.741812685220586,13.253876058731919
753,13.733430827604945,14.260251725908864
754,13.725081989146911,13.25038254473094
755,13.716766155642036,15.032957188060731
756,13.708483312259462,13.955142262699907
757,13.700233443541203,13.79265150538864
758,13.692016533401452,13.262837643310846
759,13.683832565125924,14.033987504830419
760,13.675681521371207,13.38786260825232
761,13.667563384164163,13.728568291486845
762,13.659478134901361,14.939520404035758
763,13.651425754348496,13.603395804486171
764,13.643406222639905,14.218042885782744
765,13.635419519278061,13.283831306715118
766,13.627465623133109,13.609971377884628
767,13.619544512442438,14.504944830260193
768,13.61165616481027,13.298172635916387
769,13.603800557207284,14.51002483620575
770,13.595977665970302,13.94985363369804
771,13.588187466801898,13.306954078854764
772,13.580429934770201,13.896633804297961
773,13.57270504430856,14.058982269121925
774,13.565012769215356,13.875917750323953
775,13.557353082653776,12.772240722708547
